,nota_review,review
35757,5,"Excelente, ficou linda no meu Boris, super indico. Mercadoria de ótima qualidade, os produtos oram entregues antes do prazo marcado"
7195,4,"Tudo ocorreu bem, produto entregue no prazo recomendo."
25451,5,"AMEI,TAPETE LINDO... INCLUSIVE QUERO COMPRAR OUTRO IGUAL."
23398,4,"Vcs faturaram e enviaram as duas capas para Zenfone 4 e cancelaram a compra do aparelho sem nenhuma justificativa. Mas sem problema , o Carrefour já me vendeu e entregou. "
34147,5,"O rodo mágico é muito bom e a centrifuga seca o esfregão conforme nossa necessidade, mais ou menos umido. Estou muito satisfeita com a compra."
25693,5,Chegou antes do prazo e eu Amei. Logo logo vou comprar outra.
17989,5,Òtimo produto e entrega muito rapida. Recomendo.
21312,3,"O relógio é muito bonito. Porém, achei o frete caro."
9201,4,Parabéns ! Produto entregue antes do prazo.
7398,5,Produto lindo cm na foto recomendo... Chegou bem antes do prazo
36092,1,"Perguntei se era entregue pelos correios ou transportadora, disseram que era transportadora por isso comprei. Porém não foi, tive que ir buscar em um correio super longe da minha residência. "
15923,2,"A caixa dá a impressão de produto usado, a qualidade deixa a desejar. Como foi para minha neta, passou. Mas guardei a nota e se der problema vou reclamar, pois achei caro para a aparencia e qualidade "
22556,5,"Entrega no prazo, produto super protegido. Amei."
12204,5,"Muito bom vendedor, produto chegou antes do prazo,excelente"
36542,1,"Não entregaram o produto correto! Pedi uma chaleira de 3 litros, paguei pela mesma e me enviaram de 2 litros além do produto ser de péssima qualidade e veio com riscos! "
2350,2,"comprei 2 toner hp ce278a e só recebi 1 e ainda emitiram a nota fiscal com 2 produtos. Estou até agora, esperando a entrega do segundo toner já entrei em contato com a targaryen e ainda não me retornaram"
22902,5,"REALMENTE ELE QUEBRA TODA LUZ, E AINDA DEU CHARME E ELEGÂNCIA PARA MINHA SALA. AMEI, SUPER RECOMENDO!!"
37039,1,Fiz uma compra de um produto e recebi outro produto.
8681,5,VEIO ATE RAPIDO E VEIO CERTINHO 
33372,5,Gostei adorei do jeitinho que eu pensava.
15695,1,"Sempre comprei na Zoop, porém, não recebi meus produtos em tempo hábil."
30255,5,"Veio bem antes do prazo, o teclado e o mouse funcionam na minha tv smart 4k da Samsung. Uma maravilha!"
10177,5,"correponde com as descrições e chegou antes do prazo, preço justo, recomendo!"
4691,5,Produto entregue antes do prazo. Perfeito. Parabéns.
10806,5,"Fui muito bem atendida e estou satisfeita com minha aquisição. O site de compra mais uma vez me enviou o produto dentro do prazo que eu necessitava receber meu produto. 
"
22537,5,Adorei a toalha 
32322,5,ESTOU SATISIFEITO COM AS COMPRAS FEITAS PELO SITE
10046,3,"Informação Conflitante ,queria comprar Fone De Ouvido Headphone Sem Fio de um valor superior porem o vendedor não entregava na minha cidade,de um valor menor vendeu e entregou .Como assim? "
21099,4,"O produto é bom ,apenas um pouco dura na hora de abrir a tesoura."
5270,3,O produto estava marcado para dia 12/12 e até agora não recebi 
6236,5,Lindo colar!
2855,1,"RECEBI PARCIAL, O TONER 85 A NÃO VEIO"
1495,1,"O cumprimento do prazo ocorreu, entretanto a qualidade do produto foi péssima. O produto não vem em embalagem original da Philips e apresenta diferenças entre a lamina original. O uso demonstrou-se pe"
1937,2,"recebi a mercadoria parcial,quando cheguei a receber a outra mercadoria simplesmente como foi em endereço comercial deixaram na portaria ao abrir a embalagem o produto completamente danificado."
23071,3,"Recebi no dia 09/07/2018 apenas o relógio, a luminária não "
13701,1,"Comprei uma balança porém veio estragada, troquei as pilhas e ela mesmo assim não funciona, fiz a solicitação de devolução no mesmo dia, e até hoje nem o site nem a loja me retornou com uma posição."
18490,5,Gostei produto entregue bem antes da data marcada 
12020,3,Produto entregue em perfeito estado.
25104,4,Ainda ñ recebi a TV e o aspirador de pó.
11664,5,"fiquei satisfeito , pois a encomenda chegou com dias de antecipação , valeu ! obrigado "
15509,1,"estou muito satisfeita, parabens a toda equipe"
17131,1,DESDE O DIA 09 EU SOLICITEI A DEVOLUÇÃO DO PRODUTO E ATÉ AGORA NÃO RECEBI E-MAIL PARA SABER COMO PROCEDER
27503,5,Excelente vendedor ótimo produto. Entrega rápida.
14268,4,"Gostei do produto ... dentro minhas expectativas
"
37793,4,"Entrega dentro do prazo, produto atendeu minhas expectativas. Recomendo."
27987,3,"A pelicula era de pessima qualidade e já veio com vários riscos
"
30120,5,"Tudo ótimo, produto certo e prazo de entrega até antecipado"
28861,1,"Meu produto não foi entregue, sem me da nenhuma informação. Cancelaram meu pedido sem me informar de nada.Nao gostei"
36808,4,"não usei para informar, logo passo uma informação."
23848,5,"PRODUTO DE ÓTIMA QUALIDADE CONFORME A DESCRIÇÃO, RECOMENDO."
12012,4,O produto chegou antes do previsto veio certinho conforme o descrito no site e veio bem embalado.
29933,5,"Ótimo produto, entrega muita rápida. E fácil escalação "
26392,5,"PRODUTO CHEGOU EM PERFEITAS CONDIÇÕES DE USO, O PRAZO DE ENTREGA TAMBÉM FOI SATISFATORIO."
2482,3,"Boa Tarde . Comprei uma Máquina de cortar cabelo com SEIS pentes, recebi uma máquina com QUATRO pentes. O atendimento foi rápido. Entrega ANTECIPADA. Apenas uma falha, eu espero. "
35302,2,Comprei 2 cartucho de tinta mas recebi apenas 1 cartucho.
21093,5,Produto ok! Entrega ok! 
9608,5,"Chega super rápido produtos,ótimos"
36412,4,Tudo certo. Mas a qualidade do produto nao foi o que eu esperava.
21701,5,"Entregou tudo muito bem embalado, amei. Amo esse fone por isso já comprei 3 pra família toda."
1034,1,o cabo não funcionou em nenhum dos meus dispositivos mesmo confirmando a compatibilidae
2243,1,"O produto não foi entregue em minha residência, tendo eu, que disponibilizar de tempo para ir ao correio retirar o produto.

muito Obrigada.
Rosana"
3808,5,"Amei,sem burocracia para comprar,chegou rápido,produto correto,quando precisar de alguma mercadoria vou comprar na baratheon. Obrigada! "
25914,1,"Fiz uma compra dia 05/03 e o prazo para entrega era até o dia 04/04 e até agora ainda não recebi o produto e não me deram nenhuma justificativa do que houve.
Não recomendo essa loja."
18265,5,Na minha opinião vcs estão de parabéns e com certeza por esse empenho e comprometimento que vcs tem com o trabalho que vcs executam merecem estar em primeiro lugar de vendas on LINE continue assim ...
5185,1,O produto foi entregue errado. Não recebi o produto que comprei.
23003,5,"Foi a primeira vez que comprei nas Zoop e gostei muito... espero sempre ter resultados satisfatórias nas demais compras 
Parabéns "
5263,5,"produto entregue no prazo e muito bem embalado como de costume
sem duvida eu recomendo"
21002,5,PRODUTO DE ÓTIMA QUALIDADE CHEGOU BEM EMBALADO E DENTRO DO PRAZO .
28568,5,"Excelente, recebi corretamente o produto."
11112,5,"Produto perfeito entrega rápida... recomendo
"
28320,4,"A bolsa chegou rápido, apesar de eu ter q ir buscar em uma agência dos correios próxima de casa. É bem grande e linda, só as alças que deixaram a desejar, poderiam usar outro material pra alça"
24176,4,Precisa mais detalhes sabre os produtos. 
16919,5,"Só o produto tem uma voz irritante ao mudar entre os modos, o rádio FM não funciona no Brasil, os cabos de energia e conector são curtos e não existe botão de liga/desliga."
30297,1,"Não gostei do produto, solicitei a devolução pelo site da Zoop, informaram que em 48 horas iriam dar o retorno e até o momento ninguém se manifestou. Quero devolver o produto."
4760,5,"Amei era do jeito que esperava,chegou antes do prazo "
17582,4,"Produto de qualidade intermediária, porém muito bonito!"
38056,5,entregou ate antes do prazo previsto...
30742,5,"Serviço prestado de forma elogiável. Rogo que permaneçam sempre assim, pois o produto foi entregue bem antes do tempo."
6076,5,produto entregue conforme o anuncio
20571,5,"Já fiz várias compras e jamais tive problemas, considero o trabalho do site excelente."
28721,1,Não dispõe da modalidade expressa. Aguardo minha encomenda há quase 1 mês!
10789,5,Meus panos chegaram com otima qualidade mais rapido que o esperado td certinho farei novas compras
33015,5,Produto i loja super maravilhosos entregue antes do prazo super indico
10157,5,Produto foi entregue antes do prazo e em perfeita condições. Estou satisfeita.
24930,1,Eu comprei um produto e me enviaram outro..estou insatisfeita...
20459,2,"o problema na entrega do meu produto está sendo a greve dos correios, portanto nao posso ser injusta em nao recomendar a loja."
19323,4,Produto de boa qualidade porém a água não fica com um gosto bom. Talvez pq ainda seja novo ela sai com gosto da vela.
17903,5,"Produto chegou antes do prazo bem embalado,o tamanho e a cor vieram como foi pedido.
Muito bom."
29372,2,Prazo para o dia 12/07 e não foi entregue 
20350,5,"esse produto chegou certo,mas tive 3 pedidos que levei tufo,não veio,ninguém respondeu nada"
8924,5,"Chegou muito antes do prazo.
Ótimo produto.
Recomendo."
7662,5,"adorei o produto, a embalagem, o cuidado no envio. tudo excelente. recomendo!!"
15878,3,Recebi o produto com nota fiscal diversa daquele que comprei
28864,1,Comprei um cartucho com especificações originais CANON e recebi um cartucho recarregado.
20601,4,A entrega foi feita de forma rápida e deu para acompanhar direitinho o trajeto. O único pequeno problema que a caixa chegou amaçada mas sem danificar o produto.
8500,5,O produto é de boa qualidade chegou em bem antes do prazo convencionado e eu recomendaria sem dúvida Parabéns aos empreendedores!
6992,1,"Meu produto ainda não foi entregue.
Pode ter sido por falta de gasolina no pais mas mesmo assim preciso de uma posição de vocês."
29255,3,"Achei um absurdo cobrar 20,00 de frente e eu ter que ir buscar meu produto numa sede dos correios muito longe da minha casa, prefiro quando a entrega é feita por transportadora."
29458,3,"Falta entregar o resto dos produtos, dessa vez não demorou, muito da primeira vez demorou um mes e 10. ( vcs deveriam abaixar mais frete de vcs que é muito caro. 
Obrigada"
11165,5,Produto muito bom e chegou mto antes do prazo . Recomendo o produto e o vendedor.
37924,5,Produto entregue antes do prazo. Amei!!
30744,1,O produto veio com defeito...já solicitei a troca mas não tive retorno..
12793,5,gostei muito parabéns
12309,3,Compared lenses de grass differentes.. Ai me cobraram 2 taxas de entrega' e me entregaram em 2 caixas diferentes... Burrice do sistema q saiu cara... Mas foi entregue corretamente.
8504,3,"O produto chegou cerca de uma semana e meia antes do termino do prazo, porem meus pinceis vieram amassados e é evidente que alguns pinceis não são da mesma linha, já que possuem cerdas diferentes."
23457,1,"Não recebi meu produto, muito menos o dinheiro da devolução b"
25559,5,"excelente produto, entrega rápida. recomendo."
31431,5,Chegou antes do prazo indicado e o produto é de ótima qualidade 
11740,5,Produto de qualidade. Compra satisfatória. Recomendo!
28833,1,"Preciso até o dia 20 de fecereiro da compra, pois meu fulho vai nascer e a data era dia 9 da entrega"
11670,3,"Tive um problema na forma de pagamento, segundo os meus pais, o cartão foi ""clonado"" e apareceu outra valor, com isso tive que cancelar o cartão, não foi uma situação agradável. "
29057,1,Tem mais de um mês que fiz o pedido e ainda não recebi! 
5749,4,"gostaria de trocar por outro grau o que me enviaram está errado seria _2,75"
35710,3,"Lençol um pouco curto.
Precisa melhorar.
Porque as comprar para cama casa e conforto são ótimos.
Para parceria precisa rever a qualidade."
5327,5,"Tudo perfeito, atendimento, produto e entrega bem antes da data prevista. "
31509,3,"Comprei três jogos e só recebi Um,Estou esperando até hj.nao tive nenhuma resposta. "
16592,5,"Como em todas as vezes anteriores que realizei na Zoop.com ficou totalmente satisfeito. Encontrei excelente preço, em comparação com concorrentes e produto foi entregue muito rápido."
20485,3,"Produto chegou conforme esperado. Para quem estiver interessado, pode mandar vê!!"
38697,1,"Apesar de estar no prazo de entrega o produto demorou muito para chegar, fiz o pedido do mesmo produto em um concorrente do  que entregou bem antes."
10264,5,Produto recebido antes do previsto e exatamente conforme o adquirido. 
2297,3,Eu precisava de uma capa para Galaxy S8 edge sem ser o Plus. Veio para o modelo errado o Plus. Quero devolve-la não tem funcionalidade pra mim.
9643,5,"Produto como anunciado,boa qualidade,bom acabamento.Foi facil a instalação,até o momento a compra foi boa."
30907,1,"Após a espera de mais de um mês de espera, a data informada de entrega não foi cumprida."
16086,5,EQUIPE ESTÁ DE PARABÉNS!!!
11439,5,Excelente produto funcionou direitinho.
33602,2,Infelizmente a descrição e foto não refletem o produto. Produto de baixa qualidade que poderia nunca estar descrito como quadro
28062,5,Ótimo ocorreu tudo certo. Vale a pena !
23118,2,"Comprei 02 cascata é só recebir 01 
E realizei a queixa não me deram resposta até hoje ."
22822,4,Gostei mt do produto recomendo de boas
3798,3,"Foi entregue no prazo, mas ainda assim achei que demorou demais. "
16042,1,A MALA VEIO RASPADA - VOU TENTAR DEVOLVER
11569,1,"Olá, a descrição do produto não corresponde com o modelo recebido "
30474,5,Foi entregue antes do prazo perfeito exatamente como no anuncio fiquei muito satisfeita obrigada
25578,5,Produto de excelente qualidade. Entrega rápida. 
25792,4,"Acho que deveria enviar o produtos juntos, já que na nota fiscal estavamos juntas e são as mesmas luminarias e não enviar quase uma semana depois de diferenca."
